time_rank,temperature,pressure,humidity,wind_speed,PM2.5,NO2,CO,O3,SO2
6703,2.9,1014.2,96.0,0.9,112.0,71.0,1.9,2.0,3.0
6704,3.8,1014.8,96.0,0.7,120.0,79.0,1.8,2.0,3.0
6705,7.1,1014.9,88.0,1.1,134.0,98.0,1.7,2.0,3.0
6706,9.8,1014.5,68.0,1.5,150.0,82.0,1.5,4.0,3.0
6707,11.7,1014.2,58.0,2.0,152.0,71.0,1.3,14.0,4.0
6708,13.4,1013.1,51.0,1.3,145.0,65.0,1.2,30.0,6.0
6709,14.3,1012.2,49.0,1.7,144.0,62.0,1.2,45.0,8.0
6710,15.0,1011.6,46.0,0.9,138.0,61.0,1.2,56.0,10.0
6711,14.9,1011.5,46.0,1.1,144.0,67.0,1.2,57.0,10.0
6712,14.5,1011.4,48.0,1.1,134.0,74.0,1.1,49.0,8.0
6713,12.2,1011.2,59.0,0.2,136.0,67.0,1.1,52.0,6.0
6714,9.5,1011.9,73.0,0.1,135.0,109.0,1.5,13.0,4.0
6715,8.1,1012.4,81.0,0.0,132.0,128.0,1.9,2.0,4.0
6716,7.1,1012.5,86.0,0.1,151.0,124.0,1.8,2.0,4.0
6717,6.7,1012.9,90.0,0.0,160.0,123.0,1.8,2.0,4.0
6718,6.4,1012.8,92.0,0.2,162.0,110.0,1.8,2.0,3.0
6719,6.0,1012.7,93.0,0.3,167.0,106.0,2.0,2.0,3.0
6720,6.0,1012.6,93.0,0.2,169.0,98.0,2.6,2.0,4.0
6721,5.8,1012.7,94.0,0.7,161.0,87.0,2.5,2.0,4.0
6722,5.4,1012.5,94.0,0.2,159.0,75.0,2.4,2.0,3.0
6723,5.1,1012.6,95.0,0.2,161.0,71.0,2.4,2.0,2.0
6724,4.8,1012.5,96.0,0.6,160.0,81.0,2.5,2.0,3.0
6725,4.2,1012.8,96.0,0.1,155.0,68.0,2.4,2.0,3.0
6726,3.7,1012.9,96.0,0.2,151.0,71.0,2.3,2.0,3.0
6727,3.7,1013.5,96.0,0.5,141.0,74.0,2.3,2.0,3.0
6728,3.9,1014.6,96.0,0.9,138.0,72.0,2.4,2.0,3.0
6729,8.9,1014.9,86.0,0.9,148.0,89.0,2.4,2.0,3.0
6730,13.3,1014.9,59.0,1.5,160.0,125.0,3.5,3.0,3.0
6731,17.3,1014.7,36.0,2.2,46.0,35.0,0.1,46.0,3.0
6732,19.3,1014.2,18.0,2.3,9.0,23.0,0.1,59.0,2.0
6733,19.9,1013.7,15.0,2.8,25.0,14.0,0.1,70.0,2.0
6734,19.5,1013.5,14.0,4.1,26.0,16.0,0.1,71.0,2.0
6735,19.2,1013.7,13.0,5.2,26.0,18.0,0.1,69.0,2.0
6736,18.2,1014.2,15.0,3.9,12.0,20.0,0.1,66.0,2.0
6737,16.8,1015.0,18.0,2.5,12.0,31.0,0.1,53.0,2.0
6738,15.5,1015.9,22.0,1.8,19.0,63.0,0.1,19.0,2.0
6739,12.2,1016.9,31.0,0.6,26.0,72.0,0.1,10.0,2.0
6740,10.0,1017.4,38.0,0.4,12.0,66.0,0.1,10.0,2.0
6741,7.6,1018.2,47.0,0.4,8.0,52.0,0.1,18.0,2.0
6742,7.8,1018.5,46.0,1.4,20.0,50.0,0.1,18.0,2.0
6743,7.0,1019.0,49.0,0.8,6.0,57.0,0.1,10.0,2.0
6744,5.6,1019.4,55.0,0.9,6.0,65.0,0.1,2.0,2.0
6745,4.9,1019.7,59.0,1.6,13.0,72.0,0.1,2.0,2.0
6746,4.5,1019.9,61.0,0.9,11.0,68.0,0.1,2.0,2.0
6747,3.2,1019.9,70.0,0.3,5.0,63.0,0.1,2.0,2.0
6748,2.5,1020.2,76.0,0.4,3.0,62.0,0.1,2.0,2.0
6749,2.5,1020.7,73.0,1.0,20.0,63.0,0.1,2.0,2.0
6750,1.7,1020.8,78.0,0.6,10.0,57.0,0.1,2.0,2.0
6751,1.2,1021.7,81.0,0.1,8.0,61.0,0.1,2.0,2.0
6752,3.7,1022.7,74.0,0.0,11.0,71.0,0.1,2.0,2.0
6753,9.4,1023.2,43.0,1.2,30.0,74.0,0.1,2.0,3.0
6754,11.1,1023.1,35.0,2.8,19.0,59.0,0.1,9.0,4.0
6755,12.4,1023.0,35.0,3.0,23.0,52.0,0.1,17.0,16.0
6756,13.4,1021.8,35.0,3.0,19.66666667,52.0,0.1,19.0,13.0
6757,13.7,1020.5,32.0,2.1,16.33333333,45.0,0.1,28.0,8.0
6758,14.6,1019.9,29.0,2.6,13.0,39.0,0.1,37.0,8.0
6759,15.1,1019.3,30.0,2.8,17.0,40.0,0.2,37.0,7.0
6760,14.2,1019.0,32.0,2.0,20.0,43.0,0.7,34.0,6.0
6761,13.2,1018.6,37.0,1.1,20.0,53.0,0.7,24.0,5.0
6762,10.0,1018.6,49.0,0.2,25.0,74.0,0.9,5.0,3.0
6763,9.9,1019.2,47.0,1.6,28.0,79.0,1.1,2.0,2.0
6764,8.0,1019.2,53.0,0.6,36.0,88.0,1.2,2.0,4.0
6765,6.3,1019.2,57.0,0.5,28.0,84.0,1.0,2.0,4.0
6766,5.0,1019.3,69.0,0.6,40.0,82.0,1.1,2.0,4.0
6767,3.8,1019.1,76.0,0.5,39.0,75.0,1.3,2.0,2.0
6768,3.9,1018.7,74.0,0.2,40.0,73.0,1.4,2.0,2.0
6769,3.5,1018.2,76.0,0.0,38.0,75.0,1.4,2.0,2.0
6770,3.1,1017.7,79.0,0.6,39.0,70.0,1.5,2.0,3.0
6771,3.1,1017.2,82.0,0.7,36.0,80.0,1.4,2.0,4.0
6772,3.5,1016.6,82.0,1.1,35.0,79.0,1.3,2.0,4.0
6773,3.1,1016.3,87.0,0.6,50.0,71.0,1.1,2.0,3.0
6774,5.7,1016.0,84.0,0.9,38.0,69.0,1.1,2.0,3.0
6775,5.5,1015.8,86.0,0.5,39.0,69.0,1.1,2.0,3.0
6776,7.1,1016.1,82.0,1.1,39.0,69.0,1.3,2.0,3.0
6777,8.2,1015.7,77.0,1.2,43.0,67.0,1.5,2.0,3.0
6778,9.9,1015.0,67.0,2.0,38.0,64.0,1.8,5.0,5.0
6779,10.9,1014.6,66.0,1.6,40.0,62.0,2.0,8.0,7.0
6780,12.0,1013.7,63.0,2.0,42.0,57.0,1.7,14.0,8.0
6781,12.6,1012.6,59.0,2.0,48.0,65.0,1.6,15.0,11.0
6782,13.3,1011.8,57.0,1.6,47.0,63.0,1.6,20.0,10.0
6783,13.0,1011.3,57.0,1.1,55.0,72.0,2.1,15.0,8.0
6784,12.3,1010.9,62.0,1.9,57.0,79.0,1.5,10.0,6.0
6785,11.0,1010.9,68.0,0.4,53.0,84.0,1.4,4.0,4.0
6786,9.0,1011.1,79.0,0.6,58.0,88.0,1.5,2.0,3.0
6787,8.6,1011.8,81.0,0.3,67.0,91.0,2.0,2.0,3.0
6788,8.2,1011.7,85.0,0.3,74.0,89.0,3.2,2.0,3.0
6789,8.4,1012.3,84.0,0.6,70.0,89.0,2.4,2.0,3.0
6790,9.1,1012.1,82.0,1.1,75.0,89.0,2.1,2.0,3.0
6791,8.5,1012.2,84.0,0.3,81.0,86.0,2.1,2.0,3.0
6792,8.0,1012.5,85.0,1.0,73.0,85.0,2.1,2.0,3.0
6793,12.7,1013.3,27.0,4.1,42.0,54.0,0.7,16.0,3.0
6794,12.3,1014.0,25.0,4.2,9.0,16.0,0.2,46.0,2.0
6795,11.6,1014.5,26.0,4.9,4.0,18.0,0.2,45.0,2.0
6796,10.8,1015.7,27.0,5.8,3.0,12.0,0.2,49.0,2.0
6797,9.4,1016.7,28.0,6.4,5.0,12.0,0.2,53.0,2.0
6798,8.9,1017.1,31.0,6.1,5.0,11.0,0.2,50.0,2.0
6799,8.5,1018.1,32.0,4.8,5.0,18.0,0.3,41.0,2.0
6800,8.4,1019.5,30.0,6.7,4.0,19.0,0.2,40.0,2.0
6801,9.2,1020.3,28.0,5.5,3.0,13.0,0.2,46.0,2.0
6802,10.1,1020.6,25.0,4.7,3.0,14.0,0.2,47.0,2.0
6803,10.7,1021.2,24.0,5.4,5.0,11.0,0.2,52.0,2.0
6804,11.0,1020.9,23.0,4.7,3.0,12.0,0.2,51.0,2.0
6805,10.8,1021.2,22.0,5.2,4.0,12.0,0.2,56.0,2.0
6806,11.0,1021.4,21.0,5.7,3.0,14.0,0.2,55.0,2.0
6807,10.9,1021.4,21.0,4.8,4.0,15.0,0.2,53.0,2.0
6808,10.1,1022.0,22.0,3.6,4.0,18.0,0.3,51.0,2.0
6809,9.3,1022.4,22.0,3.8,4.0,21.0,0.2,47.0,2.0
6810,8.6,1023.4,21.0,3.3,4.0,27.0,0.2,41.0,2.0
6811,6.9,1024.3,23.0,1.5,6.0,35.0,0.3,30.0,2.0
6812,6.3,1024.7,23.0,2.5,6.0,33.0,0.2,31.0,2.0
6813,5.5,1025.4,25.0,1.3,4.0,29.0,0.2,33.0,2.0
6814,4.7,1025.7,26.0,1.6,7.0,32.0,0.3,30.0,2.0
6815,3.7,1025.6,29.0,1.9,4.0,35.0,0.2,26.0,2.0
6816,3.8,1025.4,29.0,2.4,5.0,41.0,0.2,18.0,2.0
6817,2.8,1024.8,32.0,3.5,3.0,34.0,0.3,25.0,2.0
6818,2.2,1024.8,34.0,2.4,3.0,45.0,0.2,13.0,2.0
6819,2.0,1024.7,34.0,2.3,3.0,54.0,0.3,5.0,2.0
6820,1.4,1024.3,36.0,1.4,4.0,46.0,0.2,13.0,2.0
6821,0.5,1024.6,40.0,0.8,3.0,52.0,0.2,6.0,2.0
6822,-2.4,1024.4,52.0,0.4,3.0,50.0,0.2,6.0,2.0
6823,-3.2,1024.3,60.0,0.1,3.0,55.0,0.3,2.0,2.0
6824,-0.3,1024.7,57.0,0.9,5.0,60.0,0.6,2.0,2.0
6825,3.3,1024.8,38.0,1.7,15.0,54.0,0.6,5.0,2.0
6826,4.8,1023.9,30.0,1.0,9.0,41.0,0.4,16.0,2.0
6827,6.3,1023.1,27.0,2.2,8.0,31.0,0.3,26.0,2.0
6828,7.0,1021.5,25.0,3.6,8.0,20.0,0.3,37.0,3.0
6829,8.0,1019.6,25.0,3.0,14.0,20.0,0.3,44.0,3.0
6830,8.6,1018.5,25.0,3.2,18.0,27.0,0.4,40.0,4.0
6831,8.7,1017.7,25.0,3.2,20.0,26.0,0.4,41.0,4.0
6832,8.0,1017.5,24.0,3.0,17.0,26.0,0.3,42.0,3.0
6833,7.1,1017.4,26.0,1.8,15.0,27.0,0.3,44.0,2.0
6834,6.2,1017.4,29.0,1.6,14.0,47.0,0.4,25.0,3.0
6835,3.2,1017.1,39.0,1.2,17.0,43.0,0.4,24.0,13.0
6836,2.2,1017.0,43.0,1.0,26.0,46.0,0.5,20.0,14.0
6837,1.4,1016.8,48.0,0.8,32.0,58.0,0.6,9.0,11.0
6838,0.0,1016.6,55.0,1.0,33.0,56.0,0.6,10.0,8.0
6839,0.0,1016.0,57.0,0.2,33.0,61.0,0.6,5.0,6.0
6840,-0.7,1015.8,65.0,0.1,35.0,64.0,0.8,2.0,3.0
6841,-1.1,1015.4,69.0,0.2,47.0,74.0,1.4,2.0,5.0
6842,-1.6,1014.8,70.0,0.3,47.0,70.0,1.2,2.0,4.0
6843,-1.7,1014.3,75.0,0.1,51.0,62.0,1.1,2.0,3.0
6844,-2.1,1013.7,78.0,0.5,61.0,67.0,1.2,2.0,3.0
6845,-2.0,1013.0,80.0,0.8,57.0,82.0,1.8,2.0,5.0
6846,-2.1,1013.1,81.0,0.5,54.0,76.0,1.5,2.0,4.0
6847,-2.1,1013.7,81.0,0.1,42.0,76.0,1.2,2.0,3.0
6848,0.2,1014.0,74.0,0.6,44.0,73.0,1.3,2.0,3.0
6849,4.5,1013.6,48.0,1.8,45.0,70.0,1.1,3.0,5.0
6850,6.9,1013.3,37.0,1.4,41.0,63.0,0.9,6.0,6.0
6851,7.6,1013.3,35.0,1.2,42.0,63.0,0.8,10.0,7.0
6852,10.0,1012.1,28.0,0.9,40.0,63.0,1.2,17.0,8.0
6853,9.9,1011.4,29.0,1.7,45.0,65.0,0.8,19.0,10.0
6854,9.7,1010.8,30.0,3.2,56.0,80.0,0.9,11.0,9.0
6855,9.8,1010.6,32.0,2.0,56.0,77.0,0.8,12.0,9.0
6856,9.2,1010.5,33.0,1.8,57.0,78.0,0.8,11.0,8.0
6857,8.1,1009.9,38.0,0.9,60.0,80.0,0.8,6.0,6.0
6858,5.5,1010.2,47.0,0.3,62.0,86.0,0.9,2.0,4.0
6859,3.2,1010.7,59.0,0.3,67.0,88.0,1.1,2.0,3.0
6860,2.1,1011.0,66.0,0.3,69.0,89.0,1.2,2.0,3.0
6861,1.5,1011.3,72.0,0.5,74.0,91.0,1.6,2.0,3.0
6862,0.5,1011.2,77.0,0.5,78.0,87.0,1.3,2.0,3.0
6863,0.4,1011.5,77.0,0.4,80.0,85.0,1.95,2.0,3.0
6864,0.2,1010.9,81.0,0.9,82.0,83.0,2.6,2.0,3.0
6865,-0.4,1010.9,82.0,0.5,82.0,77.0,2.2,2.0,3.0
6866,-0.3,1010.6,85.0,0.7,99.0,88.0,2.1,2.0,5.0
6867,-0.4,1010.6,85.0,1.0,79.0,89.0,1.8,2.0,5.0
6868,-0.7,1010.5,82.0,1.0,73.0,82.0,1.6,2.0,5.0
6869,-1.3,1011.0,87.0,0.5,62.0,76.0,2.0,2.0,4.0
6870,-1.8,1011.4,88.0,0.7,64.0,76.0,2.2,2.0,4.0
6871,-2.2,1011.8,89.0,0.5,55.0,87.0,2.6,2.0,5.0
6872,7.7,1012.7,29.0,3.7,42.0,82.0,1.4,3.0,4.0
6873,10.2,1013.4,20.0,5.3,23.0,32.0,0.4,37.0,2.0
6874,10.3,1013.7,18.0,6.1,22.0,15.0,0.3,53.0,2.0
6875,10.9,1013.9,16.0,4.2,12.0,11.0,0.3,54.0,2.0
6876,10.8,1013.1,13.0,6.7,3.0,10.0,0.2,58.0,2.0
6877,11.3,1012.4,13.0,4.8,7.0,11.0,0.3,60.0,2.0
6878,11.9,1012.0,12.0,4.6,3.0,12.0,0.3,60.0,2.0
6879,11.8,1012.0,12.0,5.2,3.0,13.0,0.3,61.0,2.0
6880,10.7,1012.7,14.0,3.2,3.0,16.0,0.3,56.0,2.0
6881,9.5,1013.6,14.0,4.8,4.0,19.0,0.3,49.0,2.0
6882,8.8,1015.0,14.0,4.9,8.0,20.0,0.3,47.0,2.0
6883,8.2,1016.1,15.0,4.6,3.0,19.0,0.3,47.0,2.0
6884,7.7,1017.1,16.0,5.7,3.0,18.0,0.3,46.0,2.0
6885,7.1,1018.0,16.0,5.8,4.0,16.0,0.2,47.0,2.0
6886,6.8,1018.5,16.0,8.0,5.0,15.0,0.2,46.0,2.0
6887,6.4,1019.1,16.0,7.3,5.0,16.0,0.2,44.0,2.0
6888,5.0,1019.7,20.0,2.8,3.0,17.0,0.2,41.0,2.0
6889,3.8,1019.8,23.0,2.6,4.0,32.0,0.3,24.0,2.0
6890,2.9,1020.2,26.0,1.9,6.0,23.0,0.3,31.0,2.0
6891,3.2,1020.3,26.0,2.4,4.0,18.0,0.3,36.0,2.0
6892,3.0,1020.0,28.0,2.9,4.0,15.0,0.3,37.0,2.0
6893,2.2,1020.4,31.0,3.0,3.0,14.0,0.3,37.0,3.0
6894,2.3,1020.5,29.0,2.2,6.0,23.0,0.3,28.0,3.0
6895,2.1,1021.1,29.0,2.5,3.0,24.0,0.3,31.0,2.0
6896,3.2,1021.6,26.0,3.2,5.0,35.0,0.4,24.0,2.0
6897,4.1,1022.0,21.0,4.1,3.0,23.0,0.4,41.0,2.0
6898,4.4,1021.7,18.0,5.7,3.0,17.0,0.3,48.0,2.0
6899,5.5,1021.2,17.0,3.4,3.0,13.0,0.3,53.0,3.0
6900,6.0,1020.2,16.0,4.0,5.0,13.0,0.3,55.0,3.0
6901,6.2,1019.2,15.0,3.2,8.0,14.0,0.3,56.0,3.0
6902,7.4,1018.4,16.0,1.5,8.0,15.0,0.3,59.0,3.0
6903,7.3,1018.1,15.0,1.5,7.0,17.0,0.3,56.0,3.0
6904,7.0,1018.0,16.0,1.5,6.0,19.0,0.3,54.0,3.0
6905,4.2,1018.0,23.0,0.8,8.0,24.0,0.3,47.0,3.0
6906,1.8,1018.6,30.0,0.2,10.0,60.0,0.5,12.0,2.0
6907,0.0,1018.8,40.0,0.0,21.0,71.0,0.7,4.0,2.0
6908,-0.6,1018.9,46.0,0.1,25.0,89.0,1.4,2.0,5.0
6909,-1.1,1019.2,49.0,0.6,37.0,89.0,1.5,3.0,5.0
6910,-2.0,1019.3,55.0,0.7,54.0,85.0,1.5,3.0,6.0
6911,-2.5,1019.5,56.0,0.6,61.0,79.0,1.5,2.0,5.0
6912,-0.9,1019.5,50.0,1.2,42.0,69.0,1.4,2.0,3.0
6913,-2.4,1019.4,59.0,1.2,44.0,64.0,1.3,2.0,3.0
6914,-3.3,1019.7,66.0,0.6,37.0,63.0,1.0,2.0,2.0
6915,-1.8,1019.8,54.0,1.4,33.0,64.0,0.9,2.0,2.0
6916,1.8,1019.7,25.0,2.1,22.0,69.0,0.7,2.0,2.0
6917,2.3,1020.4,21.0,2.7,7.0,43.0,0.5,16.0,2.0
6918,2.0,1021.2,19.0,1.9,10.0,41.0,0.5,25.0,2.0
6919,2.5,1021.7,16.0,6.1,8.0,31.0,0.4,39.0,2.0
6920,2.9,1021.9,16.0,5.8,4.0,25.0,0.4,48.0,2.0
6921,4.0,1022.5,17.0,4.5,6.0,19.0,0.4,52.0,2.0
6922,4.4,1022.5,17.0,5.6,10.0,25.0,0.4,47.0,2.0
6923,5.6,1022.2,15.0,3.6,11.0,26.0,0.5,46.0,2.0
6924,6.0,1021.3,15.0,2.6,9.0,22.0,0.4,51.0,2.0
6925,6.4,1020.5,14.0,2.4,10.0,21.5,0.4,53.0,2.0
6926,6.6,1019.7,14.0,2.8,11.0,21.0,0.4,55.0,2.0
6927,6.4,1019.6,16.0,2.6,10.0,30.0,0.5,46.0,2.0
6928,5.4,1019.7,17.0,3.1,10.0,36.0,0.4,40.0,2.0
6929,3.5,1019.8,21.0,2.0,9.0,43.0,0.4,32.0,2.0
6930,1.5,1020.1,24.0,1.3,16.0,73.0,0.6,5.0,2.0
6931,1.1,1020.5,27.0,1.3,20.0,78.0,0.7,3.0,2.0
6932,-0.1,1020.8,34.0,0.6,32.0,80.0,0.9,2.0,3.0
6933,-1.7,1020.9,37.0,0.4,39.0,77.0,0.9,2.0,2.0
6934,-1.4,1021.0,34.0,1.0,42.0,74.0,0.8,2.0,3.0
6935,-2.4,1021.0,44.0,0.0,52.0,75.0,0.9,2.0,4.0
6936,-2.0,1020.9,40.0,0.5,61.0,75.0,1.0,2.0,2.0
6937,-2.5,1020.5,50.0,0.5,47.0,76.0,1.1,2.0,2.0
6938,-3.6,1020.2,55.0,0.0,52.0,73.0,1.0,2.0,2.0
6939,-4.1,1019.9,55.0,0.8,44.0,69.0,0.9,2.0,2.0
6940,-4.5,1019.4,64.0,0.7,41.0,70.0,0.8,2.0,2.0
6941,-4.3,1019.2,57.0,0.6,49.0,77.0,1.0,2.0,3.0
6942,-4.8,1019.0,66.0,0.1,54.0,82.0,1.2,2.0,4.0
6943,-5.5,1019.2,70.0,0.0,62.0,90.0,1.4,2.0,4.0
6944,-3.8,1019.6,63.0,0.2,67.0,94.0,1.7,2.0,5.0
6945,0.6,1019.4,44.0,1.2,72.0,93.0,1.9,2.0,6.0
6946,2.9,1019.2,38.0,1.3,72.0,92.0,1.8,3.0,8.0
6947,4.8,1018.6,32.0,1.2,60.0,80.0,1.3,7.0,12.0
6948,6.3,1017.4,29.0,2.1,38.0,68.0,1.0,17.0,12.0
6949,7.4,1015.9,27.0,2.1,38.0,56.0,0.9,29.0,12.0
6950,8.1,1015.1,27.0,2.3,35.0,47.0,0.8,38.0,10.0
6951,8.0,1014.2,27.0,2.1,39.0,45.0,0.8,43.0,10.0
6952,7.7,1013.9,28.0,1.4,38.0,46.0,0.9,41.0,10.0
6953,5.6,1014.1,34.0,0.4,40.0,68.0,1.0,22.0,9.0
6954,2.7,1014.4,44.0,0.1,48.0,97.0,1.3,2.0,7.0
6955,1.6,1014.5,51.0,0.8,53.0,102.0,1.5,2.0,7.0
6956,0.3,1014.6,56.0,0.6,59.0,105.0,1.5,2.0,6.0
6957,-0.2,1015.1,59.0,0.7,65.0,104.0,1.7,2.0,4.0
6958,-0.8,1015.5,63.0,0.6,82.0,103.0,2.1,2.0,4.0
6959,-0.9,1015.8,66.0,0.8,88.0,107.0,2.5,2.0,4.0
6960,-1.5,1015.6,66.0,0.2,76.0,105.0,2.2,2.0,4.0
6961,-1.9,1015.7,67.0,0.3,69.0,101.0,2.1,2.0,3.0
6962,-2.4,1015.7,66.0,0.8,67.0,100.0,2.0,2.0,4.0
6963,-1.3,1015.7,64.0,1.1,65.0,105.0,1.6,2.0,5.0
6964,-2.8,1015.7,70.0,0.9,65.0,102.0,1.7,2.0,5.0
6965,0.3,1015.7,49.0,0.8,49.0,82.0,1.3,2.0,4.0
6966,6.8,1016.1,21.0,6.3,13.0,26.0,0.5,40.0,3.0
6967,6.1,1018.2,15.0,6.4,5.0,15.0,0.4,57.0,2.0
6968,5.1,1020.0,22.0,2.9,10.0,39.0,0.6,31.0,2.0
6969,4.9,1021.4,21.0,3.8,11.0,26.0,0.5,41.0,2.0
6970,4.2,1021.9,23.0,8.2,3.0,16.0,0.4,51.0,2.0
6971,4.4,1022.9,23.0,5.9,7.0,13.0,0.4,56.0,2.0
6972,5.0,1023.0,21.0,5.9,8.0,13.0,1.8,53.0,2.0
6973,5.1,1023.6,20.0,3.9,7.0,11.0,0.4,58.0,2.0
6974,4.9,1023.6,18.0,5.1,5.0,12.0,0.4,56.0,2.0
6975,4.4,1024.2,17.0,3.7,5.0,14.0,0.4,55.0,2.0
6976,4.4,1024.9,16.0,5.5,8.0,15.0,0.4,52.0,2.0
6977,3.6,1026.2,16.0,3.5,9.0,19.0,0.4,46.0,2.0
6978,2.8,1027.2,15.0,3.5,8.0,24.0,0.4,40.0,2.0
6979,1.4,1028.4,13.0,4.1,7.0,24.0,0.4,37.0,2.0
6980,0.3,1029.6,15.0,2.9,9.0,20.0,0.4,39.0,2.0
6981,-0.6,1030.3,16.0,2.8,4.0,19.0,0.4,38.0,2.0
6982,-1.0,1031.2,16.0,2.7,8.0,18.0,0.4,38.0,2.0
6983,-1.5,1032.2,17.0,2.8,7.0,20.0,0.4,34.0,2.0
6984,-2.3,1032.3,19.0,2.5,5.0,16.0,0.4,37.0,2.0
6985,-2.8,1032.1,20.0,2.1,7.0,16.0,0.4,36.0,3.0
6986,-3.2,1032.0,21.0,1.4,11.0,18.0,0.4,35.0,3.0
6987,-4.0,1032.1,22.0,1.0,8.0,17.0,0.4,36.0,3.0
6988,-4.9,1031.5,26.0,1.0,6.0,20.0,0.4,32.0,2.0
6989,-4.4,1031.7,25.0,0.8,3.0,23.0,0.4,29.0,2.0
6990,-6.2,1031.9,31.0,0.9,4.0,18.0,0.4,35.0,2.0
6991,-3.9,1031.6,24.0,1.5,3.0,35.0,0.5,21.0,2.0
6992,-2.0,1031.5,20.0,1.4,8.0,31.0,0.5,26.0,2.0
6993,-0.4,1031.0,18.0,2.0,7.0,35.0,0.5,25.0,2.0
6994,0.1,1030.8,19.0,3.0,10.0,25.0,0.5,33.0,2.0
6995,1.2,1030.0,17.0,3.5,25.0,21.0,0.6,42.0,2.0
6996,2.2,1028.5,17.0,3.8,35.0,24.0,0.6,50.0,4.0
6997,3.4,1026.7,15.0,4.0,58.0,23.0,0.6,67.0,4.0
6998,4.0,1025.2,15.0,3.2,69.0,26.0,0.7,77.0,6.0
6999,4.3,1024.3,16.0,3.0,87.0,31.0,0.8,81.0,10.0
7000,3.5,1023.8,16.0,3.6,89.0,36.0,0.8,72.0,13.0
7001,2.2,1023.5,18.0,2.9,56.0,35.0,0.7,51.0,7.0
7002,1.7,1023.6,21.0,3.4,42.0,43.0,0.7,32.0,5.0
7003,1.1,1023.7,25.0,3.0,49.0,46.0,0.8,25.0,7.0
7004,0.9,1023.5,25.0,4.4,59.0,41.0,0.9,31.0,14.0
7005,0.0,1023.8,28.0,2.4,70.0,44.0,1.0,25.0,13.0
7006,-0.4,1023.7,30.0,2.6,75.0,48.0,1.0,16.0,14.0
7007,-0.7,1023.9,33.0,2.2,76.0,53.0,1.1,10.0,18.0
7008,-2.6,1023.8,39.0,0.8,79.0,56.0,1.2,5.0,16.0
7009,-3.3,1023.8,43.0,1.2,83.0,58.0,1.2,3.0,9.0
7010,-4.8,1023.9,48.0,1.1,89.0,58.0,1.4,2.0,6.0
7011,-5.5,1024.0,54.0,0.6,84.0,59.0,1.3,2.0,6.0
7012,-6.3,1023.7,63.0,0.5,87.0,60.0,1.3,3.0,6.0
7013,-6.7,1024.0,62.0,0.9,86.0,59.0,1.4,2.0,4.0
7014,-6.6,1024.6,65.0,0.3,91.0,59.0,1.5,2.0,4.0
7015,-5.9,1024.8,65.0,1.1,96.0,63.0,1.7,2.0,5.0
7016,-4.3,1025.5,62.0,0.8,95.0,71.0,1.8,2.0,7.0
7017,-2.0,1025.7,54.0,1.1,86.0,79.0,1.6,2.0,8.0
7018,0.0,1025.8,38.0,1.8,87.0,80.0,1.5,3.0,8.0
7019,1.5,1025.8,34.0,0.8,78.0,84.0,1.5,4.0,8.0
7020,2.8,1024.8,30.0,1.4,77.0,83.0,1.4,8.0,8.0
7021,3.9,1023.9,24.0,1.5,88.0,84.0,1.3,11.0,11.0
7022,4.2,1022.5,21.0,2.0,82.0,83.0,1.2,13.0,11.0
7023,4.7,1022.2,20.0,1.6,69.0,67.0,1.0,23.0,10.0
7024,3.9,1021.8,23.0,2.1,64.0,71.0,1.0,19.0,10.0
7025,1.6,1022.1,30.0,0.7,71.0,86.0,1.1,6.0,10.0
7026,-1.4,1022.0,43.0,0.4,88.0,98.0,1.3,2.0,9.0
7027,-2.3,1022.6,49.0,0.4,105.0,102.0,1.6,2.0,7.0
7028,-2.6,1022.6,51.0,0.5,111.0,107.0,1.9,2.0,6.0
7029,-4.0,1022.9,60.0,0.6,114.0,107.0,2.0,2.0,5.0
7030,-4.6,1023.2,66.0,1.0,126.0,109.0,2.2,2.0,5.0
7031,-4.7,1023.5,70.0,0.1,127.0,112.0,2.3,2.0,6.0
7032,-4.6,1023.5,65.0,1.0,130.0,108.0,2.4,2.0,5.0
7033,-5.2,1023.5,68.0,0.1,129.0,105.0,2.4,2.0,5.0
7034,-6.0,1023.4,70.0,0.5,130.0,104.0,2.1,2.0,5.0
7035,-6.3,1023.3,75.0,1.0,125.0,98.0,2.2,2.0,4.0
7036,-5.9,1023.1,74.0,0.7,127.0,101.0,2.5,2.0,4.0
7037,-6.3,1023.1,77.0,0.8,125.0,107.0,2.7,2.0,5.0
7038,-6.3,1023.3,77.0,0.6,118.0,116.0,2.8,2.0,6.0
7039,-7.4,1023.8,83.0,0.9,115.0,114.0,2.9,2.0,6.0
7040,-4.6,1024.5,73.0,1.5,109.0,107.0,3.0,2.0,5.0
7041,-0.1,1025.0,53.0,0.6,100.0,101.0,2.5,2.0,4.0
7042,3.0,1025.2,40.0,1.4,109.0,114.0,2.6,3.0,8.0
7043,6.1,1024.9,28.0,1.4,114.0,117.0,2.4,6.0,13.0
7044,7.7,1024.0,23.0,1.8,85.0,92.0,1.5,12.0,11.0
7045,8.6,1022.9,18.0,2.8,61.0,78.0,1.3,21.0,8.0
7046,10.0,1021.8,15.0,2.3,71.0,50.0,1.1,43.0,8.0
7047,10.0,1021.1,16.0,3.2,54.0,36.0,0.9,53.0,7.0
7048,8.7,1020.8,20.0,2.2,75.0,48.0,1.1,52.0,13.0
